"phylum","family"
"Tracheophyta","Centroplacaceae"
"Tracheophyta","Cephalotaceae"
"Tracheophyta","Ceratophyllaceae"
"Tracheophyta","Cercidiphyllaceae"
"Tracheophyta","Cervantesiaceae"
"Tracheophyta","Cheirolepidiaceae"
"Tracheophyta","Chloranthaceae"
"Tracheophyta","Chrysobalanaceae"
"Tracheophyta","Cibotiaceae"
"Tracheophyta","Circaeasteraceae"
"Tracheophyta","Cistaceae"
"Tracheophyta","Cladoxylaceae"
"Tracheophyta","Cleomaceae"
"Tracheophyta","Clethraceae"
"Tracheophyta","Clusiaceae"
"Tracheophyta","Cochlospermaceae"
"Tracheophyta","Codonaceae"
"Tracheophyta","Colchicaceae"
"Tracheophyta","Coldeniaceae"
"Tracheophyta","Columelliaceae"
"Tracheophyta","Comandraceae"
"Tracheophyta","Commelinaceae"
"Tracheophyta","Connaraceae"
"Tracheophyta","Convallariaceae"
"Tracheophyta","Corbichoniaceae"
"Tracheophyta","Cordaitaceae"
"Tracheophyta","Cordiaceae"
"Tracheophyta","Coriariaceae"
"Tracheophyta","Coridaceae"
"Tracheophyta","Cornaceae"
"Tracheophyta","Cornucarpaceae"
"Tracheophyta","Corsiaceae"
"Tracheophyta","Corynocarpaceae"
"Tracheophyta","Costaceae"
"Tracheophyta","Coulaceae"
"Tracheophyta","Crassulaceae"
"Tracheophyta","Crossosomataceae"
"Tracheophyta","Crypteroniaceae"
"Tracheophyta","Ctenolophonaceae"
"Tracheophyta","Culcitaceae"
"Tracheophyta","Cunoniaceae"
"Tracheophyta","Curtisiaceae"
"Tracheophyta","Cyatheaceae"
"Tracheophyta","Cycadeoideaceae"
"Tracheophyta","Cycadocarpidiaceae"
"Tracheophyta","Cyclanthaceae"
"Tracheophyta","Cyclodendraceae"
"Tracheophyta","Cyclostigmaceae"
"Tracheophyta","Cyclostigmataceae"
"Tracheophyta","Cymodoceaceae"
"Tracheophyta","Cynepteridaceae"
"Tracheophyta","Cynomoriaceae"
"Tracheophyta","Cyrillaceae"
"Tracheophyta","Cystodiaceae"
"Tracheophyta","Cystopteridaceae"
"Tracheophyta","Cytinaceae"
"Tracheophyta","Czekanowskiaceae"
"Tracheophyta","Daphniphyllaceae"
"Tracheophyta","Dasypogonaceae"
"Tracheophyta","Datiscaceae"
"Tracheophyta","Davalliaceae"
"Tracheophyta","Degeneriaceae"
"Tracheophyta","Dennstaedtiaceae"
"Tracheophyta","Desmophlebiaceae"
"Tracheophyta","Diapensiaceae"
"Tracheophyta","Diaphorodendraceae"
"Tracheophyta","Dichapetalaceae"
"Tracheophyta","Dicksoniaceae"
"Tracheophyta","Didiereaceae"
"Tracheophyta","Didymelaceae"
"Tracheophyta","Didymochlaenaceae"
"Tracheophyta","Diegodendraceae"
"Tracheophyta","Dilleniaceae"
"Tracheophyta","Dioncophyllaceae"
"Tracheophyta","Dipentodontaceae"
"Tracheophyta","Diplaziopsidaceae"
"Tracheophyta","Diplotegiaceae"
"Tracheophyta","Diploxylaceae"
"Tracheophyta","Dipsacaceae"
"Tracheophyta","Dipteridaceae"
"Tracheophyta","Dipterocarpaceae"
"Tracheophyta","Dirachmaceae"
"Tracheophyta","Doryanthaceae"
"Tracheophyta","Drepanophycaceae"
"Tracheophyta","Droseraceae"
"Tracheophyta","Drosophyllaceae"
"Tracheophyta","Drupaceae"
"Tracheophyta","Dryopteridaceae"
"Tracheophyta","Durionaceae"
"Tracheophyta","Ebenaceae"
"Tracheophyta","Ecdeiocoleaceae"
"Tracheophyta","Echinostachyaceae"
"Tracheophyta","Ehretiaceae"
"Tracheophyta","Elaeagnaceae"
"Tracheophyta","Elaeocarpaceae"
"Tracheophyta","Elatinaceae"
"Tracheophyta","Eleutherophyllaceae"
"Tracheophyta","Emblingiaceae"
"Tracheophyta","Empetraceae"
"Tracheophyta","Emporiaceae"
"Tracheophyta","Equisetaceae"
"Tracheophyta","Eriocaulaceae"
"Tracheophyta","Eriospermaceae"
"Tracheophyta","Eronemataceae"
"Tracheophyta","Erythropalaceae"
"Tracheophyta","Erythroxylaceae"
"Tracheophyta","Escalloniaceae"
"Tracheophyta","Euphroniaceae"
"Tracheophyta","Eupomatiaceae"
"Tracheophyta","Eupteleaceae"
"Tracheophyta","Eviostachyaceae"
"Tracheophyta","Ferugliocladaceae"
"Tracheophyta","Flacourtiaceae"
"Tracheophyta","Flagellariaceae"
"Tracheophyta","Flemingitaceae"
"Tracheophyta","Fouquieriaceae"
"Tracheophyta","Francoaceae"
"Tracheophyta","Frankeniaceae"
"Tracheophyta","Fumariaceae"
"Tracheophyta","Garryaceae"
"Tracheophyta","Geinitziaceae"
"Tracheophyta","Geissolomataceae"
"Tracheophyta","Gelsemiaceae"
"Tracheophyta","Geniostomaceae"
"Tracheophyta","Gentianaceae"
"Tracheophyta","Geraniaceae"
"Tracheophyta","Gerrardinaceae"
"Tracheophyta","Gesneriaceae"
"Tracheophyta","Gisekiaceae"
"Tracheophyta","Glaucidiaceae"
"Tracheophyta","Gleicheniaceae"
"Tracheophyta","Globulariaceae"
"Tracheophyta","Gomortegaceae"
"Tracheophyta","Gondwanostachyaceae"
"Tracheophyta","Goodeniaceae"
"Tracheophyta","Goupiaceae"
"Tracheophyta","Greyiaceae"
"Tracheophyta","Griseliniaceae"
"Tracheophyta","Grossulariaceae"
"Tracheophyta","Grubbiaceae"
"Tracheophyta","Guamatelaceae"
"Tracheophyta","Gunneraceae"
"Tracheophyta","Gyrostemonaceae"
"Tracheophyta","Haemodoraceae"
"Tracheophyta","Halophytaceae"
"Tracheophyta","Haloragaceae"
"Tracheophyta","Haloragidaceae"
"Tracheophyta","Hamamelidaceae"
"Tracheophyta","Hamatophytaceae"
"Tracheophyta","Hamshawviaceae"
"Tracheophyta","Hanguanaceae"
"Tracheophyta","Haptanthaceae"
"Tracheophyta","Haskinsiaceae"
"Tracheophyta","Heliconiaceae"
"Tracheophyta","Helicteraceae"
"Tracheophyta","Heliotropiaceae"
"Tracheophyta","Helwingiaceae"
"Tracheophyta","Hemerocallidaceae"
"Tracheophyta","Hemidictyaceae"
"Tracheophyta","Hernandiaceae"
"Tracheophyta","Heroleandraceae"
"Tracheophyta","Herreriaceae"
"Tracheophyta","Himantandraceae"
"Tracheophyta","Hippocastanaceae"
"Tracheophyta","Hoplestigmataceae"
"Tracheophyta","Hostaceae"
"Tracheophyta","Huaceae"
"Tracheophyta","Humiriaceae"
"Tracheophyta","Hyacinthaceae"
"Tracheophyta","Hydatellaceae"
"Tracheophyta","Hydnoraceae"
"Tracheophyta","Hydrangeaceae"
"Tracheophyta","Hydrastidaceae"
"Tracheophyta","Hydrocaryaceae"
"Tracheophyta","Hydrocharitaceae"
"Tracheophyta","Hydroleaceae"
"Tracheophyta","Hydrophyllaceae"
"Tracheophyta","Hydropteraceae"
"Tracheophyta","Hydropteridiaceae"
"Tracheophyta","Hydrostachyaceae"
"Tracheophyta","Hyeniaceae"
"Tracheophyta","Hymenophyllaceae"
"Tracheophyta","Hypericaceae"
"Tracheophyta","Hypodematiaceae"
"Tracheophyta","Hypoxidaceae"
"Tracheophyta","Hypseocharitaceae"
"Tracheophyta","Imeniaceae"
"Tracheophyta","Iridopteridaceae"
"Tracheophyta","Irvingiaceae"
"Tracheophyta","Iteaceae"
"Tracheophyta","Ixerbaceae"
"Tracheophyta","Ixioliriaceae"
"Tracheophyta","Ixonanthaceae"
"Tracheophyta","Joinvilleaceae"
"Tracheophyta","Juncaceae"
"Tracheophyta","Juncaginaceae"
"Tracheophyta","Kaplanopteridaceae"
"Tracheophyta","Karkeniaceae"
"Tracheophyta","Kasicarpaceae"
"Tracheophyta","Kewaceae"
"Tracheophyta","Kirkiaceae"
"Tracheophyta","Kladnostrobaceae"
"Tracheophyta","Klukiaceae"
"Tracheophyta","Knezourocarponaceae"
"Tracheophyta","Knorripteridaceae"
"Tracheophyta","Koeberliniaceae"
"Tracheophyta","Konnostachyaceae"
"Tracheophyta","Krameriaceae"
"Tracheophyta","Lacistemataceae"
"Tracheophyta","Lactoridaceae"
"Tracheophyta","Lanariaceae"
"Tracheophyta","Lardizabalaceae"
"Tracheophyta","Laxmanniaceae"
"Tracheophyta","Lecythidaceae"
"Tracheophyta","Ledocarpaceae"
"Tracheophyta","Lemnaceae"
"Tracheophyta","Lennoaceae"
"Tracheophyta","Lentibulariaceae"
"Tracheophyta","Lepidobotryaceae"
"Tracheophyta","Lepidodendraceae"
"Tracheophyta","Lepidosigillariaceae"
"Tracheophyta","Leptophloeaceae"
"Tracheophyta","Liliaceae"
"Tracheophyta","Limeaceae"
"Tracheophyta","Limnanthaceae"
"Tracheophyta","Limnocharitaceae"
"Tracheophyta","Linaceae"
"Tracheophyta","Linderniaceae"
"Tracheophyta","Lindsaeaceae"
"Tracheophyta","Loasaceae"
"Tracheophyta","Loganiaceae"
"Tracheophyta","Lomariopsidaceae"
"Tracheophyta","Lonchitidaceae"
"Tracheophyta","Lophiocarpaceae"
"Tracheophyta","Lophopyxidaceae"
"Tracheophyta","Loranthaceae"
"Tracheophyta","Lowiaceae"
"Tracheophyta","Loxsomataceae"
"Tracheophyta","Luzuriagaceae"
"Tracheophyta","Lygodiaceae"
"Tracheophyta","Macarthuriaceae"
"Tracheophyta","Maesaceae"
"Tracheophyta","Magnoliaceae"
"Tracheophyta","Majonicaceae"
"Tracheophyta","Malesherbiaceae"
"Tracheophyta","Malpighiaceae"
"Tracheophyta","Manchurostachyaceae"
"Tracheophyta","Marantaceae"
"Tracheophyta","Marattiaceae"
"Tracheophyta","Marcgraviaceae"
"Tracheophyta","Marsileaceae"
"Tracheophyta","Martyniaceae"
"Tracheophyta","Matoniaceae"
"Tracheophyta","Maundiaceae"
"Tracheophyta","Mayacaceae"
"Tracheophyta","Medusagynaceae"
"Tracheophyta","Medusandraceae"
"Tracheophyta","Melastomataceae"
"Tracheophyta","Melianthaceae"
"Tracheophyta","Memecylaceae"
"Tracheophyta","Menispermaceae"
"Tracheophyta","Menyanthaceae"
"Tracheophyta","Metaxyaceae"
"Tracheophyta","Metteniusaceae"
"Tracheophyta","Microteaceae"
"Tracheophyta","Miroviaceae"
"Tracheophyta","Misodendraceae"
"Tracheophyta","Mitrastemonaceae"
"Tracheophyta","Molluginaceae"
"Tracheophyta","Monimiaceae"
"Tracheophyta","Montiaceae"
"Tracheophyta","Montiniaceae"
"Tracheophyta","Montsechiaceae"
"Tracheophyta","Morinaceae"
"Tracheophyta","Moringaceae"
"Tracheophyta","Muntingiaceae"
"Tracheophyta","Musaceae"
"Tracheophyta","Myodocarpaceae"
"Tracheophyta","Myoporaceae"
"Tracheophyta","Myricaceae"
"Tracheophyta","Myristicaceae"
"Tracheophyta","Myrothamnaceae"
"Tracheophyta","Mystropetalaceae"
"Tracheophyta","Mystropetlaceae"
"Tracheophyta","Namaceae"
"Tracheophyta","Nanodeaceae"
"Tracheophyta","Napoleonaceae"
"Tracheophyta","Nartheciaceae"
"Tracheophyta","Nelumbonaceae"
"Tracheophyta","Nepenthaceae"
"Tracheophyta","Neuradaceae"
"Tracheophyta","Nitrariaceae"
"Tracheophyta","Nolanaceae"
"Tracheophyta","Notocalamitaceae"
"Tracheophyta","Nyctaginaceae"
"Tracheophyta","Nymphaeaceae"
"Tracheophyta","Octoknemaceae"
"Tracheophyta","Olacaceae"
"Tracheophyta","Oleandraceae"
"Tracheophyta","Oliniaceae"
"Tracheophyta","Omphalophloiaceae"
"Tracheophyta","Onagraceae"
"Tracheophyta","Oncothecaceae"
"Tracheophyta","Onocleaceae"
"Tracheophyta","Ophioglossaceae"
"Tracheophyta","Opiliaceae"
"Tracheophyta","Orobanchaceae"
"Tracheophyta","Oxalidaceae"
"Tracheophyta","Palissyaceae"
"Tracheophyta","Pandaceae"
"Tracheophyta","Pandanaceae"
"Tracheophyta","Papaveraceae"
"Tracheophyta","Paracryphiaceae"
"Tracheophyta","Parnassiaceae"
"Tracheophyta","Passifloraceae"
"Tracheophyta","Patokaeaceae"
"Tracheophyta","Paulowniaceae"
"Tracheophyta","Pedaliaceae"
"Tracheophyta","Peltantheraceae"
"Tracheophyta","Penaeaceae"
"Tracheophyta","Pennantiaceae"
"Tracheophyta","Pentadiplandraceae"
"Tracheophyta","Pentapetaceae"
"Tracheophyta","Pentaphragmataceae"
"Tracheophyta","Pentaphylacaceae"
"Tracheophyta","Penthoraceae"
"Tracheophyta","Pentoxylaceae"
"Tracheophyta","Peraceae"
"Tracheophyta","Peridiscaceae"
"Tracheophyta","Petenaeaceae"
"Tracheophyta","Petermanniaceae"
"Tracheophyta","Petiveriaceae"
"Tracheophyta","Petrosaviaceae"
"Tracheophyta","Phellinaceae"
"Tracheophyta","Philesiaceae"
"Tracheophyta","Philydraceae"
"Tracheophyta","Phrymaceae"
"Tracheophyta","Phyllanthaceae"
"Tracheophyta","Phyllocladaceae"
"Tracheophyta","Phyllonomaceae"
"Tracheophyta","Physenaceae"
"Tracheophyta","Phytolaccaceae"
"Tracheophyta","Picramniaceae"
"Tracheophyta","Picrodendraceae"
"Tracheophyta","Piperaceae"
"Tracheophyta","Pirolaceae"
"Tracheophyta","Pittosporaceae"
"Tracheophyta","Plagiogyriaceae"
"Tracheophyta","Platanaceae"
"Tracheophyta","Plocospermataceae"
"Tracheophyta","Plumbaginaceae"
"Tracheophyta","Podocarpaceae"
"Tracheophyta","Podostemaceae"
"Tracheophyta","Polemoniaceae"
"Tracheophyta","Polygalaceae"
"Tracheophyta","Polypodiaceae"
"Tracheophyta","Pomaceae"
"Tracheophyta","Pontederiaceae"
"Tracheophyta","Portulacaeae"
"Tracheophyta","Potamogetonaceae"
"Tracheophyta","Prioniaceae"
"Tracheophyta","Priscaceae"
"Tracheophyta","Proteaceae"
"Tracheophyta","Protolepidodendraceae"
"Tracheophyta","Psalixochlaenaceae"
"Tracheophyta","Pseudoborniaceae"
"Tracheophyta","Psilotaceae"
"Tracheophyta","Pteridophyllaceae"
"Tracheophyta","Pterostemonaceae"
"Tracheophyta","Ptychocarpaceae"
"Tracheophyta","Putranjivaceae"
"Tracheophyta","Quiinaceae"
"Tracheophyta","Quillajaceae"
"Tracheophyta","Rafflesiaceae"
"Tracheophyta","Rapateaceae"
"Tracheophyta","Rehmanniaceae"
"Tracheophyta","Resedaceae"
"Tracheophyta","Restionaceae"
"Tracheophyta","Rhabdodendraceae"
"Tracheophyta","Rhachidosoraceae"
"Tracheophyta","Rhacophytaceae"
"Tracheophyta","Rhoipteleaceae"
"Tracheophyta","Rhynchocalycaceae"
"Tracheophyta","Ripogonaceae"
"Tracheophyta","Roridulaceae"
"Tracheophyta","Rousseaceae"
"Tracheophyta","Rufloriaceae"
"Tracheophyta","Ruppiaceae"
"Tracheophyta","Sabiaceae"
"Tracheophyta","Saccolomataceae"
"Tracheophyta","Salvadoraceae"
"Tracheophyta","Salvinaceae"
"Tracheophyta","Salviniaceae"
"Tracheophyta","Sambucaceae"
"Tracheophyta","Samydaceae"
"Tracheophyta","Santalaceae"
"Tracheophyta","Sapotaceae"
"Tracheophyta","Sarbaicarpaceae"
"Tracheophyta","Sarcobataceae"
"Tracheophyta","Sarcolaenaceae"
"Tracheophyta","Sarraceniaceae"
"Tracheophyta","Saururaceae"
"Tracheophyta","Saxifragaceae"
"Tracheophyta","Scheuchzeriaceae"
"Tracheophyta","Schisandraceae"
"Tracheophyta","Schizaeaceae"
"Tracheophyta","Schlegeliaceae"
"Tracheophyta","Schmeissneriaceae"
"Tracheophyta","Schoepfiaceae"
"Tracheophyta","Sciadopityaceae"
"Tracheophyta","Scrophulariaceae"
"Tracheophyta","Scyphostegiaceae"
"Tracheophyta","Sermayaceae"
"Tracheophyta","Setchellanthaceae"
"Tracheophyta","Sigillariaceae"
"Tracheophyta","Sigillariostrobaceae"
"Tracheophyta","Simaroubaceae"
"Tracheophyta","Simarubaceae"
"Tracheophyta","Simmondsiaceae"
"Tracheophyta","Sinoherbaceae"
"Tracheophyta","Skaaripteridaceae"
"Tracheophyta","Sladeniaceae"
"Tracheophyta","Smilacaceae"
"Tracheophyta","Smilaceae"
"Tracheophyta","Sorocaulaceae"
"Tracheophyta","Sparrmanniaceae"
"Tracheophyta","Spenceritaceae"
"Tracheophyta","Sphaerosepalaceae"
"Tracheophyta","Sphenocleaceae"
"Tracheophyta","Sphenophyllaceae"
"Tracheophyta","Sporangiostrobaceae"
"Tracheophyta","Stachyuraceae"
"Tracheophyta","Staphyleaceae"
"Tracheophyta","Stauropteridaceae"
"Tracheophyta","Stegnospermataceae"
"Tracheophyta","Stemonaceae"
"Tracheophyta","Stemonuraceae"
"Tracheophyta","Sterculiaceae"
"Tracheophyta","Stilbaceae"
"Tracheophyta","Stixaceae"
"Tracheophyta","Strasburgeriaceae"
"Tracheophyta","Strelitziaceae"
"Tracheophyta","Strombosiaceae"
"Tracheophyta","Sturianthaceae"
"Tracheophyta","Stylidiaceae"
"Tracheophyta","Styracaceae"
"Tracheophyta","Sublepidodendraceae"
"Tracheophyta","Surianaceae"
"Tracheophyta","Symplocaceae"
"Tracheophyta","Taccaceae"
"Tracheophyta","Taeniopteridaceae"
"Tracheophyta","Talinaceae"
"Tracheophyta","Tamaricaceae"
"Tracheophyta","Tapisciaceae"
"Tracheophyta","Taxodiaceae"
"Tracheophyta","Tchernoviaceae"
"Tracheophyta","Tecophilaeaceae"
"Tracheophyta","Tectariaceae"
"Tracheophyta","Tedeleaceae"
"Tracheophyta","Tempskyaceae"
"Tracheophyta","Ternstroemiaceae"
"Tracheophyta","Tetracarpaeaceae"
"Tracheophyta","Tetracentraceae"
"Tracheophyta","Tetrachondraceae"
"Tracheophyta","Tetradiclidaceae"
"Tracheophyta","Tetramelaceae"
"Tracheophyta","Tetrameristaceae"
"Tracheophyta","Thelypteridaceae"
"Tracheophyta","Themidaceae"
"Tracheophyta","Thesiaceae"
"Tracheophyta","Thismiaceae"
"Tracheophyta","Thomandersiaceae"
"Tracheophyta","Thucydiaceae"
"Tracheophyta","Thurniaceae"
"Tracheophyta","Thymelaeaceae"
"Tracheophyta","Thyrsopteridaceae"
"Tracheophyta","Ticodendraceae"
"Tracheophyta","Tiganophytaceae"
"Tracheophyta","Tiliaceae"
"Tracheophyta","Tofieldiaceae"
"Tracheophyta","Toretziaceae"
"Tracheophyta","Torricelliaceae"
"Tracheophyta","Tovariaceae"
"Tracheophyta","Trigoniaceae"
"Tracheophyta","Trilliaceae"
"Tracheophyta","Trimeniaceae"
"Tracheophyta","Triuridaceae"
"Tracheophyta","Trochodendraceae"
"Tracheophyta","Tropaeolaceae"
"Tracheophyta","Turneraceae"
"Tracheophyta","Typhaceae"
"Tracheophyta","Ullmanniaceae"
"Tracheophyta","Umaltolepidaceae"
"Tracheophyta","Umaltolepidiaceae"
"Tracheophyta","Urticaceae"
"Tracheophyta","Utrechtiaceae"
"Tracheophyta","Vahliaceae"
"Tracheophyta","Valerianaceae"
"Tracheophyta","Velloziaceae"
"Tracheophyta","Viburnaceae"
"Tracheophyta","Violaceae"
"Tracheophyta","Viscaceae"
"Tracheophyta","Vivianiaceae"
"Tracheophyta","Vojnovskyaceae"
"Tracheophyta","Voltziaceae"
"Tracheophyta","Weichseliaceae"
"Tracheophyta","Wellstediaceae"
"Tracheophyta","Westersheimiaceae"
"Tracheophyta","Wightiaceae"
"Tracheophyta","Williamsoniaceae"
"Tracheophyta","Williamsoniellaceae"
"Tracheophyta","Winteraceae"
"Tracheophyta","Woodsiaceae"
"Tracheophyta","Xanthorrhoeaceae"
"Tracheophyta","Xeronemataceae"
"Tracheophyta","Ximeniaceae"
"Tracheophyta","Xyridaceae"
"Tracheophyta","Yimaiaceae"
"Tracheophyta","Yridaceae"
"Tracheophyta","Zosteraceae"
"Tracheophyta","Zygopteridaceae"
