"phylum","family"
"Tracheophyta","Ctenolophonaceae"
"Tracheophyta","Culcitaceae"
"Tracheophyta","Curtisiaceae"
"Tracheophyta","Cycadeoideaceae"
"Tracheophyta","Cycadocarpidiaceae"
"Tracheophyta","Cyclanthaceae"
"Tracheophyta","Cyclodendraceae"
"Tracheophyta","Cyclostigmaceae"
"Tracheophyta","Cyclostigmataceae"
"Tracheophyta","Cynepteridaceae"
"Tracheophyta","Cynomoriaceae"
"Tracheophyta","Cyrillaceae"
"Tracheophyta","Cystodiaceae"
"Tracheophyta","Cystopteridaceae"
"Tracheophyta","Cytinaceae"
"Tracheophyta","Czekanowskiaceae"
"Tracheophyta","Daphniphyllaceae"
"Tracheophyta","Dasypogonaceae"
"Tracheophyta","Datiscaceae"
"Tracheophyta","Davalliaceae"
"Tracheophyta","Degeneriaceae"
"Tracheophyta","Desmophlebiaceae"
"Tracheophyta","Diapensiaceae"
"Tracheophyta","Diaphorodendraceae"
"Tracheophyta","Dichapetalaceae"
"Tracheophyta","Dicksoniaceae"
"Tracheophyta","Didiereaceae"
"Tracheophyta","Didymelaceae"
"Tracheophyta","Didymochlaenaceae"
"Tracheophyta","Diegodendraceae"
"Tracheophyta","Dioncophyllaceae"
"Tracheophyta","Dipentodontaceae"
"Tracheophyta","Diplaziopsidaceae"
"Tracheophyta","Diplotegiaceae"
"Tracheophyta","Diploxylaceae"
"Tracheophyta","Dipsacaceae"
"Tracheophyta","Dipteridaceae"
"Tracheophyta","Dirachmaceae"
"Tracheophyta","Doryanthaceae"
"Tracheophyta","Drepanophycaceae"
"Tracheophyta","Drosophyllaceae"
"Tracheophyta","Drupaceae"
"Tracheophyta","Durionaceae"
"Tracheophyta","Ecdeiocoleaceae"
"Tracheophyta","Echinostachyaceae"
"Tracheophyta","Ehretiaceae"
"Tracheophyta","Elatinaceae"
"Tracheophyta","Eleutherophyllaceae"
"Tracheophyta","Emblingiaceae"
"Tracheophyta","Empetraceae"
"Tracheophyta","Emporiaceae"
"Tracheophyta","Equisetaceae"
"Tracheophyta","Eriospermaceae"
"Tracheophyta","Eronemataceae"
"Tracheophyta","Escalloniaceae"
"Tracheophyta","Eucommiaceae"
"Tracheophyta","Euphroniaceae"
"Tracheophyta","Eupomatiaceae"
"Tracheophyta","Eupteleaceae"
"Tracheophyta","Eviostachyaceae"
"Tracheophyta","Ferugliocladaceae"
"Tracheophyta","Flacourtiaceae"
"Tracheophyta","Flagellariaceae"
"Tracheophyta","Flemingitaceae"
"Tracheophyta","Fouquieriaceae"
"Tracheophyta","Francoaceae"
"Tracheophyta","Frankeniaceae"
"Tracheophyta","Fumariaceae"
"Tracheophyta","Garryaceae"
"Tracheophyta","Geinitziaceae"
"Tracheophyta","Geissolomataceae"
"Tracheophyta","Geniostomaceae"
"Tracheophyta","Gerrardinaceae"
"Tracheophyta","Gisekiaceae"
"Tracheophyta","Glaucidiaceae"
"Tracheophyta","Gleicheniaceae"
"Tracheophyta","Globulariaceae"
"Tracheophyta","Gomortegaceae"
"Tracheophyta","Gondwanostachyaceae"
"Tracheophyta","Goodeniaceae"
"Tracheophyta","Goupiaceae"
"Tracheophyta","Greyiaceae"
"Tracheophyta","Griseliniaceae"
"Tracheophyta","Grossulariaceae"
"Tracheophyta","Grubbiaceae"
"Tracheophyta","Guamatelaceae"
"Tracheophyta","Gunneraceae"
"Tracheophyta","Gyrostemonaceae"
"Tracheophyta","Haemodoraceae"
"Tracheophyta","Halophytaceae"
"Tracheophyta","Haloragidaceae"
"Tracheophyta","Hamatophytaceae"
"Tracheophyta","Hamshawviaceae"
"Tracheophyta","Hanguanaceae"
"Tracheophyta","Haptanthaceae"
"Tracheophyta","Haskinsiaceae"
"Tracheophyta","Heliconiaceae"
"Tracheophyta","Helicteraceae"
"Tracheophyta","Helwingiaceae"
"Tracheophyta","Hemerocallidaceae"
"Tracheophyta","Hemidictyaceae"
"Tracheophyta","Heroleandraceae"
"Tracheophyta","Herreriaceae"
"Tracheophyta","Himantandraceae"
"Tracheophyta","Hippocastanaceae"
"Tracheophyta","Hoplestigmataceae"
"Tracheophyta","Hostaceae"
"Tracheophyta","Huaceae"
"Tracheophyta","Hyacinthaceae"
"Tracheophyta","Hydatellaceae"
"Tracheophyta","Hydnoraceae"
"Tracheophyta","Hydrangeaceae"
"Tracheophyta","Hydrastidaceae"
"Tracheophyta","Hydrocaryaceae"
"Tracheophyta","Hydroleaceae"
"Tracheophyta","Hydrophyllaceae"
"Tracheophyta","Hydropteraceae"
"Tracheophyta","Hydropteridiaceae"
"Tracheophyta","Hydrostachyaceae"
"Tracheophyta","Hyeniaceae"
"Tracheophyta","Hymenophyllaceae"
"Tracheophyta","Hypodematiaceae"
"Tracheophyta","Hypseocharitaceae"
"Tracheophyta","Icacinaceae"
"Tracheophyta","Imeniaceae"
"Tracheophyta","Iridopteridaceae"
"Tracheophyta","Irvingiaceae"
"Tracheophyta","Iteaceae"
"Tracheophyta","Ixerbaceae"
"Tracheophyta","Ixioliriaceae"
"Tracheophyta","Ixonanthaceae"
"Tracheophyta","Joinvilleaceae"
"Tracheophyta","Juncaginaceae"
"Tracheophyta","Kaplanopteridaceae"
"Tracheophyta","Karkeniaceae"
"Tracheophyta","Kasicarpaceae"
"Tracheophyta","Kewaceae"
"Tracheophyta","Kirkiaceae"
"Tracheophyta","Kladnostrobaceae"
"Tracheophyta","Klukiaceae"
"Tracheophyta","Knezourocarponaceae"
"Tracheophyta","Knorripteridaceae"
"Tracheophyta","Koeberliniaceae"
"Tracheophyta","Konnostachyaceae"
"Tracheophyta","Krameriaceae"
"Tracheophyta","Lacistemataceae"
"Tracheophyta","Lactoridaceae"
"Tracheophyta","Lanariaceae"
"Tracheophyta","Lardizabalaceae"
"Tracheophyta","Laxmanniaceae"
"Tracheophyta","Ledocarpaceae"
"Tracheophyta","Lemnaceae"
"Tracheophyta","Lennoaceae"
"Tracheophyta","Lentibulariaceae"
"Tracheophyta","Lepidobotryaceae"
"Tracheophyta","Lepidodendraceae"
"Tracheophyta","Lepidosigillariaceae"
"Tracheophyta","Leptophloeaceae"
"Tracheophyta","Limeaceae"
"Tracheophyta","Limnanthaceae"
"Tracheophyta","Limnocharitaceae"
"Tracheophyta","Linaceae"
"Tracheophyta","Linderniaceae"
"Tracheophyta","Lindsaeaceae"
"Tracheophyta","Loasaceae"
"Tracheophyta","Loganiaceae"
"Tracheophyta","Lomariopsidaceae"
"Tracheophyta","Lonchitidaceae"
"Tracheophyta","Lophiocarpaceae"
"Tracheophyta","Lophopyxidaceae"
"Tracheophyta","Lowiaceae"
"Tracheophyta","Loxsomataceae"
"Tracheophyta","Luzuriagaceae"
"Tracheophyta","Lygodiaceae"
"Tracheophyta","Macarthuriaceae"
"Tracheophyta","Maesaceae"
"Tracheophyta","Majonicaceae"
"Tracheophyta","Manchurostachyaceae"
"Tracheophyta","Marantaceae"
"Tracheophyta","Marcgraviaceae"
"Tracheophyta","Martyniaceae"
"Tracheophyta","Matoniaceae"
"Tracheophyta","Maundiaceae"
"Tracheophyta","Mayacaceae"
"Tracheophyta","Mazaceae"
"Tracheophyta","Medusagynaceae"
"Tracheophyta","Medusandraceae"
"Tracheophyta","Meliaceae"
"Tracheophyta","Memecylaceae"
"Tracheophyta","Menyanthaceae"
"Tracheophyta","Metaxyaceae"
"Tracheophyta","Microteaceae"
"Tracheophyta","Miroviaceae"
"Tracheophyta","Misodendraceae"
"Tracheophyta","Mitrastemonaceae"
"Tracheophyta","Molluginaceae"
"Tracheophyta","Monimiaceae"
"Tracheophyta","Montiaceae"
"Tracheophyta","Montiniaceae"
"Tracheophyta","Montsechiaceae"
"Tracheophyta","Morinaceae"
"Tracheophyta","Moringaceae"
"Tracheophyta","Muntingiaceae"
"Tracheophyta","Myodocarpaceae"
"Tracheophyta","Myoporaceae"
"Tracheophyta","Myrothamnaceae"
"Tracheophyta","Mystropetalaceae"
"Tracheophyta","Mystropetlaceae"
"Tracheophyta","Namaceae"
"Tracheophyta","Nanodeaceae"
"Tracheophyta","Napoleonaceae"
"Tracheophyta","Nartheciaceae"
"Tracheophyta","Nepenthaceae"
"Tracheophyta","Neuradaceae"
"Tracheophyta","Nolanaceae"
"Tracheophyta","Notocalamitaceae"
"Tracheophyta","Nyctaginaceae"
"Tracheophyta","Octoknemaceae"
"Tracheophyta","Olacaceae"
"Tracheophyta","Oleandraceae"
"Tracheophyta","Oliniaceae"
"Tracheophyta","Omphalophloiaceae"
"Tracheophyta","Onagraceae"
"Tracheophyta","Oncothecaceae"
"Tracheophyta","Opiliaceae"
"Tracheophyta","Orobanchaceae"
"Tracheophyta","Palissyaceae"
"Tracheophyta","Pandaceae"
"Tracheophyta","Paracryphiaceae"
"Tracheophyta","Parnassiaceae"
"Tracheophyta","Patokaeaceae"
"Tracheophyta","Paulowniaceae"
"Tracheophyta","Pedaliaceae"
"Tracheophyta","Peltantheraceae"
"Tracheophyta","Penaeaceae"
"Tracheophyta","Pennantiaceae"
"Tracheophyta","Pentadiplandraceae"
"Tracheophyta","Pentapetaceae"
"Tracheophyta","Pentaphragmataceae"
"Tracheophyta","Penthoraceae"
"Tracheophyta","Pentoxylaceae"
"Tracheophyta","Peraceae"
"Tracheophyta","Peridiscaceae"
"Tracheophyta","Petenaeaceae"
"Tracheophyta","Petermanniaceae"
"Tracheophyta","Petiveriaceae"
"Tracheophyta","Petrosaviaceae"
"Tracheophyta","Phellinaceae"
"Tracheophyta","Philesiaceae"
"Tracheophyta","Philydraceae"
"Tracheophyta","Phrymaceae"
"Tracheophyta","Phyllocladaceae"
"Tracheophyta","Phyllonomaceae"
"Tracheophyta","Physenaceae"
"Tracheophyta","Picramniaceae"
"Tracheophyta","Picrodendraceae"
"Tracheophyta","Pirolaceae"
"Tracheophyta","Pittosporaceae"
"Tracheophyta","Plocospermataceae"
"Tracheophyta","Podostemaceae"
"Tracheophyta","Polemoniaceae"
"Tracheophyta","Pomaceae"
"Tracheophyta","Pontederiaceae"
"Tracheophyta","Portulacaeae"
"Tracheophyta","Potamogetonaceae"
"Tracheophyta","Prioniaceae"
"Tracheophyta","Priscaceae"
"Tracheophyta","Protolepidodendraceae"
"Tracheophyta","Psalixochlaenaceae"
"Tracheophyta","Pseudoborniaceae"
"Tracheophyta","Psilotaceae"
"Tracheophyta","Pteridophyllaceae"
"Tracheophyta","Pterostemonaceae"
"Tracheophyta","Ptychocarpaceae"
"Tracheophyta","Putranjivaceae"
"Tracheophyta","Quiinaceae"
"Tracheophyta","Quillajaceae"
"Tracheophyta","Rafflesiaceae"
"Tracheophyta","Rapateaceae"
"Tracheophyta","Resedaceae"
"Tracheophyta","Restionaceae"
"Tracheophyta","Rhabdodendraceae"
"Tracheophyta","Rhachidosoraceae"
"Tracheophyta","Rhacophytaceae"
"Tracheophyta","Rhoipteleaceae"
"Tracheophyta","Rhynchocalycaceae"
"Tracheophyta","Ripogonaceae"
"Tracheophyta","Roridulaceae"
"Tracheophyta","Rousseaceae"
"Tracheophyta","Rufloriaceae"
"Tracheophyta","Ruppiaceae"
"Tracheophyta","Sabiaceae"
"Tracheophyta","Saccolomataceae"
"Tracheophyta","Salvadoraceae"
"Tracheophyta","Salvinaceae"
"Tracheophyta","Sambucaceae"
"Tracheophyta","Samydaceae"
"Tracheophyta","Sarbaicarpaceae"
"Tracheophyta","Sarcobataceae"
"Tracheophyta","Sarcolaenaceae"
"Tracheophyta","Sarraceniaceae"
"Tracheophyta","Scheuchzeriaceae"
"Tracheophyta","Schlegeliaceae"
"Tracheophyta","Schmeissneriaceae"
"Tracheophyta","Schoepfiaceae"
"Tracheophyta","Sciadopityaceae"
"Tracheophyta","Scyphostegiaceae"
"Tracheophyta","Sermayaceae"
"Tracheophyta","Setchellanthaceae"
"Tracheophyta","Sigillariaceae"
"Tracheophyta","Sigillariostrobaceae"
"Tracheophyta","Simarubaceae"
"Tracheophyta","Simmondsiaceae"
"Tracheophyta","Sinoherbaceae"
"Tracheophyta","Siparunaceae"
"Tracheophyta","Skaaripteridaceae"
"Tracheophyta","Sladeniaceae"
"Tracheophyta","Smilaceae"
"Tracheophyta","Sorocaulaceae"
"Tracheophyta","Sparrmanniaceae"
"Tracheophyta","Spenceritaceae"
"Tracheophyta","Sphaerosepalaceae"
"Tracheophyta","Sphenocleaceae"
"Tracheophyta","Sphenophyllaceae"
"Tracheophyta","Sporangiostrobaceae"
"Tracheophyta","Stachyuraceae"
"Tracheophyta","Staphyleaceae"
"Tracheophyta","Stauropteridaceae"
"Tracheophyta","Stegnospermataceae"
"Tracheophyta","Stemonaceae"
"Tracheophyta","Sterculiaceae"
"Tracheophyta","Stilbaceae"
"Tracheophyta","Stixaceae"
"Tracheophyta","Strasburgeriaceae"
"Tracheophyta","Strelitziaceae"
"Tracheophyta","Strombosiaceae"
"Tracheophyta","Sturianthaceae"
"Tracheophyta","Stylidiaceae"
"Tracheophyta","Sublepidodendraceae"
"Tracheophyta","Surianaceae"
"Tracheophyta","Symplocaceae"
"Tracheophyta","Taccaceae"
"Tracheophyta","Taeniopteridaceae"
"Tracheophyta","Talinaceae"
"Tracheophyta","Taxaceae"
"Tracheophyta","Taxodiaceae"
"Tracheophyta","Tchernoviaceae"
"Tracheophyta","Tecophilaeaceae"
"Tracheophyta","Tectariaceae"
"Tracheophyta","Tedeleaceae"
"Tracheophyta","Tempskyaceae"
"Tracheophyta","Ternstroemiaceae"
"Tracheophyta","Tetracarpaeaceae"
"Tracheophyta","Tetracentraceae"
"Tracheophyta","Tetrachondraceae"
"Tracheophyta","Tetradiclidaceae"
"Tracheophyta","Tetramelaceae"
"Tracheophyta","Tetrameristaceae"
"Tracheophyta","Themidaceae"
"Tracheophyta","Thesiaceae"
"Tracheophyta","Thismiaceae"
"Tracheophyta","Thomandersiaceae"
"Tracheophyta","Thucydiaceae"
"Tracheophyta","Thurniaceae"
"Tracheophyta","Thyrsopteridaceae"
"Tracheophyta","Ticodendraceae"
"Tracheophyta","Tiganophytaceae"
"Tracheophyta","Tiliaceae"
"Tracheophyta","Tofieldiaceae"
"Tracheophyta","Toretziaceae"
"Tracheophyta","Torricelliaceae"
"Tracheophyta","Tovariaceae"
"Tracheophyta","Trigoniaceae"
"Tracheophyta","Trilliaceae"
"Tracheophyta","Trimeniaceae"
"Tracheophyta","Triuridaceae"
"Tracheophyta","Trochodendraceae"
"Tracheophyta","Tropaeolaceae"
"Tracheophyta","Turneraceae"
"Tracheophyta","Ullmanniaceae"
"Tracheophyta","Umaltolepidaceae"
"Tracheophyta","Umaltolepidiaceae"
"Tracheophyta","Utrechtiaceae"
"Tracheophyta","Vahliaceae"
"Tracheophyta","Valerianaceae"
"Tracheophyta","Violaceae"
"Tracheophyta","Vivianiaceae"
"Tracheophyta","Vojnovskyaceae"
"Tracheophyta","Voltziaceae"
"Tracheophyta","Weichseliaceae"
"Tracheophyta","Wellstediaceae"
"Tracheophyta","Westersheimiaceae"
"Tracheophyta","Wightiaceae"
"Tracheophyta","Williamsoniaceae"
"Tracheophyta","Williamsoniellaceae"
"Tracheophyta","Woodsiaceae"
"Tracheophyta","Xanthorrhoeaceae"
"Tracheophyta","Xeronemataceae"
"Tracheophyta","Xyridaceae"
"Tracheophyta","Yimaiaceae"
"Tracheophyta","Yridaceae"
"Tracheophyta","Zosteraceae"
"Tracheophyta","Zygopteridaceae"
